count	reward_sum	squared_reward_sum	length
328	-81.86696314271947	10009.303647977928	106
329	-85.87728612113082	10006.869488488363	101
330	-81.41647964130291	10009.401469705273	110
331	-82.547762504666	10006.712818503469	105
332	-84.39079028705618	10007.76774141916	97
333	-85.56268545974288	10007.211786858887	102
334	-83.2602829235284	10008.080513032017	104
335	-85.37915923252122	10007.722775021046	104
336	-84.93497557815842	10006.803822786685	102
337	-81.28734381477076	10007.654754142688	128
338	-85.08697691944508	10007.674943778673	100
339	-86.61218962236923	10007.103515905674	102
340	-84.02213235712152	10007.546927514368	100
341	-77.03686264133599	10010.18640180132	118
342	-85.16345246108258	10007.310642266602	100
343	-86.35246187818755	10006.911092137076	100
344	-83.10208069917874	10007.283175883	110
345	-83.89418420731926	10007.974174990073	100
346	-84.76131657960168	10006.391706431119	100
347	-78.48996173230901	10009.021105193768	118
348	-86.59003636860247	10007.470939426095	97
349	-81.43669720010962	10009.491710917828	104
350	-85.49761172774542	10006.279162113973	95
351	-81.596082271959	10008.552488176992	107
352	-71.9248442032229	10010.801823070487	161
353	-87.52620485112769	10006.640262836181	95
354	-83.96036784351722	10007.79319624231	103
355	-85.54798276591711	10008.117430044918	99
356	-86.23835520640063	10007.070715712181	101
357	-80.11999488626815	10007.479383662108	134
358	-76.90793447687481	10008.528413382393	142
359	-77.10299134316196	10008.837835649232	135
360	-87.20548986933967	10005.073346450226	112
361	-84.78967136700233	10007.049627517887	103
362	-87.22045881838051	10006.444891238803	93
363	-79.03863278324775	10008.18513050485	151
364	-82.97571086756605	10006.61272182589	121
365	-71.68509465315591	10010.166401252505	191
366	-82.48310886887086	10006.851144653065	127
367	-71.80118343369391	10010.710835050892	149
368	-73.46743435900845	10011.462733276561	149
369	-77.3715915594548	10010.452589653103	124
370	-67.88365556491138	10012.993888950843	153
371	-81.7625984334964	10009.285627182224	106
372	-74.93671789548517	10010.589344073216	166
373	-49.083935487251665	10018.739208581022	230
374	-57.72789614431123	10015.119949193338	214
375	-27.177688576299545	10023.100103129611	375
